"","out","good"
"210","0-3-1-210;  X1, X2, X3",TRUE
"211","0-3-1-211;  X1, X2, X3",TRUE
"212","0-3-1-212;  X1, X2, X3",TRUE
"213","0-3-1-213;  X1, X2, X3",TRUE
"214","0-3-1-214;  X1, X2, X3",TRUE
"215","0-3-1-215;  X1, X2, X3",TRUE
"216","0-3-1-216;  X1, X2, X3",TRUE
"217","0-3-1-217;  X1, X2, X3",TRUE
"218","0-3-1-218;  X1, X2, X3",TRUE
"219","0-3-1-219;  X1, X2, X3",TRUE
"220","0-3-1-220;  X1, X2, X3",TRUE
"221","0-3-1-221;  X1, X2, X3",TRUE
"222","0-3-1-222;  X1, X2, X3",TRUE
"223","0-3-1-223;  X1, X2, X3",TRUE
"224","0-3-1-224;  X1, X2, X3",TRUE
"225","0-3-1-225;  X1, X2, X3",TRUE
"226","0-3-1-226;  X1, X2, X3",TRUE
"227","0-3-1-227;  X1, X2, X3",TRUE
"228","0-3-1-228;  X1, X2, X3",TRUE
"229","0-3-1-229;  X1, X2, X3",TRUE
"230","0-3-1-230;  X1, X2, X3",TRUE
"231","0-3-1-231;  X1, X2, X3",TRUE
"232","0-3-1-232;  X1, X2, X3",TRUE
"233","0-3-1-233;  X1, X2, X3",TRUE
"234","0-3-1-234;  X1, X2, X3",TRUE
"235","0-3-1-235;  X1, X2, X3",TRUE
"236","0-3-1-236;  X1, X2, X3",TRUE
"237","0-3-1-237;  X1, X2, X3",TRUE
"238","0-3-1-238;  X1, X2, X3",TRUE
"239","0-3-1-239;  X1, X2, X3",TRUE
"240","0-3-1-240;  X1, X2, X3",TRUE
"241","0-3-1-241;  X1, X2, X3",TRUE
"242","0-3-1-242;  X1, X2, X3",TRUE
"243","0-3-1-243;  X2, X3",FALSE
"244","0-3-1-244;  X1, X2, X3",TRUE
"245","0-3-1-245;  X1, X2, X3",TRUE
"246","0-3-1-246;  X1, X2, X3",TRUE
"247","0-3-1-247;  X1, X2, X3",TRUE
"248","0-3-1-248;  X1, X2, X3",TRUE
"249","0-3-1-249;  X2, X3",FALSE
"250","0-3-1-250;  X1, X2, X3",TRUE
"251","0-3-1-251;  X1, X2, X3",TRUE
"252","0-3-1-252;  X1, X2, X3",TRUE
"253","0-3-1-253;  X1, X2",FALSE
"254","0-3-1-254;  X1, X2, X3",TRUE
"255","0-3-1-255;  X1, X2, X3",TRUE
"256","0-3-1-256;  X1, X2, X3",TRUE
"257","0-3-1-257;  X1, X2, X3",TRUE
"258","0-3-1-258;  X1, X2, X3",TRUE
"259","0-3-1-259;  X1, X2, X3",TRUE
"260","0-3-1-260;  X1, X2, X3",TRUE
"261","0-3-1-261;  X1, X2, X3",TRUE
"262","0-3-1-262;  X1, X2, X3",TRUE
"263","0-3-1-263;  X1, X2, X3",TRUE
"264","0-3-1-264;  X1, X2, X3",TRUE
"265","0-3-1-265;  X1, X2, X3",TRUE
"266","0-3-1-266;  X1, X2, X3",TRUE
"267","0-3-1-267;  X1, X2",FALSE
"268","0-3-1-268;  X1, X2, X3",TRUE
"269","0-3-1-269;  X1, X2, X3",TRUE
"270","0-3-1-270;  X1, X2, X3",TRUE
"271","0-3-1-271;  X1, X2, X3",TRUE
"272","0-3-1-272;  X1, X2, X3",TRUE
"273","0-3-1-273;  X1, X2, X3",TRUE
"274","0-3-1-274;  X1, X2, X3",TRUE
"275","0-3-1-275;  X1, X2, X3",TRUE
"276","0-3-1-276;  X1, X2, X3",TRUE
"277","0-3-1-277;  X1, X2, X3",TRUE
"278","0-3-1-278;  X1, X2, X3",TRUE
"279","0-3-1-279;  X1, X2, X3",TRUE
"280","0-3-1-280;  X2, X3",FALSE
"281","0-3-1-281;  X1, X2, X3",TRUE
"282","0-3-1-282;  X1, X2, X3",TRUE
"283","0-3-1-283;  X1, X2, X3",TRUE
"284","0-3-1-284;  X1, X2, X3",TRUE
"285","0-3-1-285;  X1, X2, X3",TRUE
"286","0-3-1-286;  X1, X2, X3",TRUE
"287","0-3-1-287;  X1, X2, X3",TRUE
"288","0-3-1-288;  X1, X3",FALSE
"289","0-3-1-289;  X1, X2, X3",TRUE
"290","0-3-1-290;  X1, X2, X3",TRUE
"291","0-3-1-291;  X1, X2, X3",TRUE
"292","0-3-1-292;  X1, X2, X3",TRUE
"293","0-3-1-293;  X1, X2, X3",TRUE
"294","0-3-1-294;  X1, X2, X3",TRUE
"295","0-3-1-295;  X1, X2, X3",TRUE
"296","0-3-1-296;  X1, X3",FALSE
"297","0-3-1-297;  X1, X2, X3",TRUE
"298","0-3-1-298;  X1, X2, X3",TRUE
"299","0-3-1-299;  X1, X2, X3",TRUE
"300","0-3-1-300;  X2, X3",FALSE
"301","0-3-1-301;  X1, X2, X3",TRUE
"302","0-3-1-302;  X1, X2, X3",TRUE
"303","0-3-1-303;  X1, X2, X3",TRUE
"304","0-3-1-304;  X1, X2, X3",TRUE
"305","0-3-1-305;  X1, X2, X3",TRUE
"306","0-3-1-306;  X1, X2, X3",TRUE
"307","0-3-1-307;  X2, X3",FALSE
"308","0-3-1-308;  X1, X2, X3",TRUE
"309","0-3-1-309;  X1, X2, X3",TRUE
"310","0-3-1-310;  X1, X2, X3",TRUE
"311","0-3-1-311;  X1, X2, X3",TRUE
"312","0-3-1-312;  X1, X2, X3",TRUE
"313","0-3-1-313;  X1, X2, X3",TRUE
"314","0-3-1-314;  X1, X2, X3",TRUE
"315","0-3-1-315;  X1, X2, X3",TRUE
"316","0-3-1-316;  X1, X2, X3",TRUE
"317","0-3-1-317;  X1, X2, X3",TRUE
"318","0-3-1-318;  X1, X2, X3",TRUE
"319","0-3-1-319;  X1, X2, X3",TRUE
"320","0-3-1-320;  X1, X2, X3",TRUE
"321","0-3-1-321;  X1, X2, X3",TRUE
"322","0-3-1-322;  X1, X2",FALSE
"323","0-3-1-323;  X1, X2, X3",TRUE
"324","0-3-1-324;  X2, X3",FALSE
"325","0-3-1-325;  X1, X2, X3",TRUE
"326","0-3-1-326;  X1, X2, X3",TRUE
"327","0-3-1-327;  X1, X2, X3",TRUE
"328","0-3-1-328;  X1, X2, X3",TRUE
"329","0-3-1-329;  X1, X3",FALSE
"330","0-3-1-330;  X1, X2, X3",TRUE
"331","0-3-1-331;  X1, X2, X3",TRUE
"332","0-3-1-332;  X1, X2, X3",TRUE
"333","0-3-1-333;  X1, X2, X3",TRUE
"334","0-3-1-334;  X1, X2, X3",TRUE
"335","0-3-1-335;  X1, X2, X3",TRUE
"336","0-3-1-336;  X1, X2",FALSE
"337","0-3-1-337;  X1, X2, X3",TRUE
"338","0-3-1-338;  X1, X2, X3",TRUE
"339","0-3-1-339;  X1, X2, X3",TRUE
"340","0-3-1-340;  X1, X2, X3",TRUE
"341","0-3-1-341;  X1, X2, X3",TRUE
"342","0-3-1-342;  X1, X2, X3",TRUE
"343","0-3-1-343;  X1, X2, X3",TRUE
"344","0-3-1-344;  X1, X2, X3",TRUE
"345","0-3-1-345;  X1, X2, X3",TRUE
"346","0-3-1-346;  X1, X2, X3",TRUE
"347","0-3-1-347;  X1, X2, X3",TRUE
"348","0-3-1-348;  X1, X2, X3",TRUE
"349","0-3-1-349;  X1, X2, X3",TRUE
"350","0-3-1-350;  X1, X2, X3",TRUE
"351","0-3-1-351;  X1, X2, X3",TRUE
"352","0-3-1-352;  X1, X2, X3",TRUE
"353","0-3-1-353;  X1, X2, X3",TRUE
"354","0-3-1-354;  X1, X2, X3",TRUE
"355","0-3-1-355;  X1, X2, X3",TRUE
"356","0-3-1-356;  X1, X2, X3",TRUE
"357","0-3-1-357;  X1, X2, X3",TRUE
"358","0-3-1-358;  X1, X2, X3",TRUE
"359","0-3-1-359;  X1, X2, X3",TRUE
"360","0-3-1-360;  X1, X2, X3",TRUE
"361","0-3-1-361;  X1, X2, X3",TRUE
"362","0-3-1-362;  X1, X2, X3",TRUE
"363","0-3-1-363;  X1, X2, X3",TRUE
"364","0-3-1-364;  X1, X2, X3",TRUE
"365","0-3-1-365;  X1, X2, X3",TRUE
"366","0-3-1-366;  X1, X2, X3",TRUE
"367","0-3-1-367;  X1, X2, X3",TRUE
"368","0-3-1-368;  X1, X2, X3",TRUE
"369","0-3-1-369;  X1, X2, X3",TRUE
"370","0-3-1-370;  X1, X2, X3",TRUE
"371","0-3-1-371;  X1, X2, X3",TRUE
"372","0-3-1-372;  X1, X2, X3",TRUE
"373","0-3-1-373;  X1, X2, X3",TRUE
"374","0-3-1-374;  X1, X2, X3",TRUE
"375","0-3-1-375;  X1, X2, X3",TRUE
"376","0-3-1-376;  X1, X2, X3",TRUE
"377","0-3-1-377;  X1, X2, X3",TRUE
"378","0-3-1-378;  X1, X2",FALSE
"379","0-3-1-379;  X1, X2, X3",TRUE
"380","0-3-1-380;  X1, X2, X3",TRUE
"381","0-3-1-381;  X1, X2, X3",TRUE
"382","0-3-1-382;  X1, X2, X3",TRUE
"383","0-3-1-383;  X1, X2",FALSE
"384","0-3-1-384;  X1, X2, X3",TRUE
"385","0-3-1-385;  X2, X3",FALSE
"386","0-3-1-386;  X1, X2, X3",TRUE
"387","0-3-1-387;  X1, X2, X3",TRUE
"388","0-3-1-388;  X2, X3",FALSE
"389","0-3-1-389;  X1, X2, X3",TRUE
"390","0-3-1-390;  X1, X2, X3",TRUE
"391","0-3-1-391;  X1, X2, X3",TRUE
"392","0-3-1-392;  X1, X2, X3",TRUE
"393","0-3-1-393;  X1, X2, X3",TRUE
"394","0-3-1-394;  X1, X2, X3",TRUE
"395","0-3-1-395;  X2, X3",FALSE
"396","0-3-1-396;  X1, X2, X3",TRUE
"397","0-3-1-397;  X1, X2, X3",TRUE
"398","0-3-1-398;  X1, X2, X3",TRUE
"399","0-3-1-399;  X1, X2, X3",TRUE
"400","0-3-1-400;  X1, X2, X3",TRUE
"401","0-3-1-401;  X1, X2, X3",TRUE
"402","0-3-1-402;  X1, X2, X3",TRUE
"403","0-3-1-403;  X1, X2, X3",TRUE
"404","0-3-1-404;  X1, X2, X3",TRUE
"405","0-3-1-405;  X1, X2, X3",TRUE
"406","0-3-1-406;  X1, X2, X3",TRUE
"407","0-3-1-407;  X1, X2, X3",TRUE
"408","0-3-1-408;  X1, X2, X3",TRUE
"409","0-3-1-409;  X1, X2, X3",TRUE
"410","0-3-1-410;  X1, X3",FALSE
"411","0-3-1-411;  X1, X2, X3",TRUE
"412","0-3-1-412;  X1, X2, X3",TRUE
"413","0-3-1-413;  X1, X2, X3",TRUE
"414","0-3-1-414;  X1, X2, X3",TRUE
"415","0-3-1-415;  X1, X2, X3",TRUE
"416","0-3-1-416;  X1, X2, X3",TRUE
"417","0-3-1-417;  X2, X3",FALSE
"418","0-3-1-418;  X1, X2, X3",TRUE
"419","0-3-1-419;  X1, X2, X3",TRUE
"420","0-3-1-420;  X1, X2, X3",TRUE
"421","0-3-1-421;  X1, X2, X3",TRUE
"422","0-3-1-422;  X1, X2, X3",TRUE
"423","0-3-1-423;  X1, X2, X3",TRUE
"424","0-3-1-424;  X1, X2, X3",TRUE
"425","0-3-1-425;  X1, X2, X3",TRUE
"426","0-3-1-426;  X1, X2, X3",TRUE
"427","0-3-1-427;  X1, X2, X3",TRUE
"428","0-3-1-428;  X1, X2, X3",TRUE
"429","0-3-1-429;  X1, X2, X3",TRUE
"430","0-3-1-430;  X1, X2, X3",TRUE
"431","0-3-1-431;  X1, X2, X3",TRUE
"432","0-3-1-432;  X1, X2, X3",TRUE
"433","0-3-1-433;  X1, X2, X3",TRUE
"434","0-3-1-434;  X1, X2, X3",TRUE
"435","0-3-1-435;  X1, X2, X3",TRUE
"436","0-3-1-436;  X1, X2, X3",TRUE
"437","0-3-1-437;  X2, X3",FALSE
"438","0-3-1-438;  X1, X2, X3",TRUE
"439","0-3-1-439;  X1, X2, X3",TRUE
"440","0-3-1-440;  X1, X2, X3",TRUE
"441","0-3-1-441;  X1, X2, X3",TRUE
"442","0-3-1-442;  X1, X2, X3",TRUE
"443","0-3-1-443;  X1, X2, X3",TRUE
"444","0-3-1-444;  X1, X2, X3",TRUE
"445","0-3-1-445;  X1, X2, X3",TRUE
"446","0-3-1-446;  X1, X2, X3",TRUE
"447","0-3-1-447;  X1, X2, X3",TRUE
"448","0-3-1-448;  X1, X2, X3",TRUE
"449","0-3-1-449;  X1, X2, X3",TRUE
"450","0-3-1-450;  X1, X2, X3",TRUE
"451","0-3-1-451;  X1, X2",FALSE
"452","0-3-1-452;  X1, X2, X3",TRUE
"453","0-3-1-453;  X1, X2, X3",TRUE
"454","0-3-1-454;  X1, X2, X3",TRUE
"455","0-3-1-455;  X1, X2, X3",TRUE
"456","0-3-1-456;  X1, X2, X3",TRUE
"457","0-3-1-457;  X1, X2, X3",TRUE
"458","0-3-1-458;  X1, X2, X3",TRUE
"459","0-3-1-459;  X1, X2, X3",TRUE
"460","0-3-1-460;  X1, X2, X3",TRUE
"461","0-3-1-461;  X1, X2, X3",TRUE
"462","0-3-1-462;  X1, X2, X3",TRUE
"463","0-3-1-463;  X1, X2, X3",TRUE
"464","0-3-1-464;  X1, X2, X3",TRUE
"465","0-3-1-465;  X1, X2, X3",TRUE
"466","0-3-1-466;  X1, X2, X3",TRUE
"467","0-3-1-467;  X1, X2, X3",TRUE
"468","0-3-1-468;  X1, X2, X3",TRUE
"469","0-3-1-469;  X1, X3",FALSE
"470","0-3-1-470;  X1, X2, X3",TRUE
"471","0-3-1-471;  X1, X2, X3",TRUE
"472","0-3-1-472;  X1, X2, X3",TRUE
"473","0-3-1-473;  X1, X2, X3",TRUE
"474","0-3-1-474;  X1, X2, X3",TRUE
"475","0-3-1-475;  X1, X2, X3",TRUE
"476","0-3-1-476;  X1, X2, X3",TRUE
"477","0-3-1-477;  X1, X2, X3",TRUE
"478","0-3-1-478;  X1, X2, X3",TRUE
"479","0-3-1-479;  X1, X2, X3",TRUE
"480","0-3-1-480;  X1, X2, X3",TRUE
"481","0-3-1-481;  X1, X2, X3",TRUE
"482","0-3-1-482;  X1, X2, X3",TRUE
"483","0-3-1-483;  X1, X2, X3",TRUE
"484","0-3-1-484;  X1, X2, X3",TRUE
"485","0-3-1-485;  X1, X2, X3",TRUE
"486","0-3-1-486;  X1, X2, X3",TRUE
"487","0-3-1-487;  X1, X2, X3",TRUE
"488","0-3-1-488;  X1, X2, X3",TRUE
"489","0-3-1-489;  X1, X2, X3",TRUE
"490","0-3-1-490;  X1, X2, X3",TRUE
"491","0-3-1-491;  X1, X2, X3",TRUE
"492","0-3-1-492;  X1, X2, X3",TRUE
"493","0-3-1-493;  X1, X2, X3",TRUE
"494","0-3-1-494;  X1, X2, X3",TRUE
"495","0-3-1-495;  X1, X2, X3",TRUE
"496","0-3-1-496;  X1, X2, X3",TRUE
"497","0-3-1-497;  X1, X2, X3",TRUE
"498","0-3-1-498;  X1, X2, X3",TRUE
"499","0-3-1-499;  X1, X2, X3",TRUE
"500","0-3-1-500;  X1, X2, X3",TRUE
"501","0-3-5-1;  X1, X3",FALSE
"502","0-3-5-2;  X1, X2, X3",TRUE
"503","0-3-5-3;  X1, X3",FALSE
"504","0-3-5-4;  X1, X2, X3",TRUE
"505","0-3-5-5;  X1, X2, X3",TRUE
"506","0-3-5-6;  X1, X2, X3",TRUE
"507","0-3-5-7;  X1, X2, X3",TRUE
"508","0-3-5-8;  X1, X2, X3",TRUE
"509","0-3-5-9;  X1, X2, X3",TRUE
"510","0-3-5-10;  X1, X2, X3",TRUE
"511","0-3-5-11;  X1, X2, X3",TRUE
"512","0-3-5-12;  X1, X2, X3",TRUE
"513","0-3-5-13;  X1, X2, X3",TRUE
"514","0-3-5-14;  X1, X2, X3",TRUE
"515","0-3-5-15;  X1, X2, X3",TRUE
"516","0-3-5-16;  X1, X2, X3",TRUE
"517","0-3-5-17;  X1, X2, X3",TRUE
"518","0-3-5-18;  X1, X2, X3",TRUE
"519","0-3-5-19;  X1, X2, X3",TRUE
"520","0-3-5-20;  X1, X2, X3",TRUE
"521","0-3-5-21;  X1, X2, X3",TRUE
"522","0-3-5-22;  X1, X2, X3",TRUE
"523","0-3-5-23;  X1, X2, X3",TRUE
"524","0-3-5-24;  X1, X2, X3",TRUE
"525","0-3-5-25;  X1, X2, X3",TRUE
"526","0-3-5-26;  X1, X2, X3",TRUE
"527","0-3-5-27;  X1, X2, X3",TRUE
"528","0-3-5-28;  X2, X3",FALSE
"529","0-3-5-29;  X1, X2, X3",TRUE
"530","0-3-5-30;  X1, X2, X3",TRUE
"531","0-3-5-31;  X1, X2, X3",TRUE
"532","0-3-5-32;  X1, X2, X3",TRUE
"533","0-3-5-33;  X1, X2, X3",TRUE
"534","0-3-5-34;  X1, X2, X3",TRUE
"535","0-3-5-35;  X1, X2, X3",TRUE
"536","0-3-5-36;  X1, X2, X3",TRUE
"537","0-3-5-37;  X1, X3",FALSE
"538","0-3-5-38;  X1, X3",FALSE
"539","0-3-5-39;  X1, X2, X3",TRUE
"540","0-3-5-40;  X1, X2, X3",TRUE
"541","0-3-5-41;  X1, X2, X3",TRUE
"542","0-3-5-42;  X1, X2, X3",TRUE
