"0-3-1-59;  X1, X2, X3, X8, X13, X14, X15, X16, X18, X26, X28"
"0-3-1-60;  X1, X2, X3, X10, X17, X20, X22, X25, X30"
"0-3-1-61;  X1, X2, X3, X5, X19, X22, X24, X29"
"0-3-1-62;  X1, X2, X3, X5, X8, X13, X14, X16, X25, X29"
"0-3-1-63;  X1, X2, X3, X13, X22, X26, X27"
"0-3-1-64;  X1, X2, X3, X4, X6, X15, X17, X19, X24, X25, X27, X28"
"0-3-1-65;  X1, X2, X3, X12, X17, X29"
"0-3-1-66;  X1, X2, X3, X9, X11, X22, X25"
"0-3-1-67;  X1, X2, X3, X9, X12, X13, X18, X24, X27, X30"
"0-3-1-68;  X1, X2, X3, X8, X13, X22, X27"
"0-3-1-69;  X1, X2, X3, X8, X15, X17, X22, X24"
"0-3-1-70;  X1, X2, X3, X15, X16, X26, X27"
"0-3-1-71;  X1, X2, X3, X8, X12, X14, X23, X28"
"0-3-1-72;  X1, X2, X3, X7, X20"
"0-3-1-73;  X1, X2, X3, X4, X12, X15, X21, X23, X25"
"0-3-1-74;  X1, X2, X3, X14, X29"
"0-3-1-75;  X1, X2, X3, X5, X12, X15, X16, X21, X24, X27"
"0-3-1-76;  X1, X2, X3, X7, X8, X21"
"0-3-1-77;  X1, X2, X3, X7, X14, X24, X27"
"0-3-1-78;  X1, X2, X3, X4, X18, X23"
"0-3-1-79;  X1, X2, X3, X13"
"0-3-1-80;  X1, X2, X3, X4, X9, X10, X14, X23, X24, X29"
"0-3-1-81;  X1, X2, X3, X4, X6, X11, X13, X20"
"0-3-1-82;  X1, X2, X3, X12, X23, X25, X28"
"0-3-1-83;  X1, X2, X3, X5, X18, X25, X27, X29"
"0-3-1-84;  X1, X2, X3, X6, X10, X11, X27, X29"
"0-3-1-85;  X1, X2, X3, X6, X26"
"0-3-1-86;  X1, X2, X3, X5, X15, X20"
"0-3-1-87;  X1, X2, X3, X17, X20, X22"
"0-3-1-88;  X1, X2, X3, X19, X24, X25"
"0-3-1-89;  X1, X2, X3, X7, X18, X23, X24"
"0-3-1-90;  X1, X2, X3, X7, X20, X27, X30"
"0-3-1-91;  X1, X2, X3, X5, X27"
"0-3-1-92;  X1, X2, X3, X5, X8, X12, X19, X22, X23, X29"
"0-3-1-93;  X1, X2, X3, X7, X8, X11, X25"
"0-3-1-94;  X1, X2, X3, X11, X12, X18, X29"
"0-3-1-95;  X1, X2, X3, X4, X11, X19, X22"
"0-3-1-96;  X1, X2, X3, X9, X14, X21, X24"
"0-3-1-97;  X1, X2, X3, X6, X19, X21"
"0-3-1-98;  X1, X2, X3, X7, X8, X16, X17, X20, X21, X25, X27, X28"
"0-3-1-99;  X1, X2, X3, X5, X17"
"0-3-1-100;  X1, X2, X3, X8, X21, X27"
"0-3-1-101;  X1, X2, X3, X5, X10, X15, X23, X24, X29, X30"
"0-3-1-102;  X1, X2, X3, X5, X12, X13, X26"
"0-3-1-103;  X1, X2, X3, X7, X9, X10, X14, X18, X21"
"0-3-1-104;  X1, X2, X3, X5, X6, X11, X12, X14"
"0-3-1-105;  X1, X2, X3, X5, X6, X9, X12, X21, X25"
"0-3-1-106;  X1, X2, X3, X6, X10, X15, X21, X22, X24, X28"
"0-3-1-107;  X1, X2, X3, X21, X28"
"0-3-1-108;  X1, X2, X3, X6, X11, X12, X19, X20, X21, X25, X28"
"0-3-1-109;  X1, X2, X3, X16, X18, X20, X21"
"0-3-1-110;  X1, X2, X3, X21, X23, X25, X27"
"0-3-1-111;  X1, X2, X3, X5, X18, X21"
"0-3-1-112;  X1, X2, X3, X8, X13, X14, X17, X22, X23, X26"
"0-3-1-113;  X1, X2, X3, X4, X22, X26"
"0-3-1-114;  X1, X2, X3, X6, X7, X13, X15, X23, X28"
"0-3-1-115;  X1, X2, X3, X22, X27"
"0-3-1-116;  X1, X2, X3, X14, X17, X21, X23, X24, X26"
"0-3-1-117;  X1, X2, X3, X5, X8, X21"
"0-3-1-118;  X1, X2, X3, X4, X10, X11, X14, X17, X20, X25, X26"
"0-3-1-119;  X1, X2, X3, X5, X13, X16, X22"
"0-3-1-120;  X1, X2, X3, X9, X21"
"0-3-1-121;  X1, X2, X3, X6, X9"
"0-3-1-122;  X1, X2, X3, X9, X12, X21"
"0-3-1-123;  X1, X2, X3, X4, X8, X21, X22, X24, X27, X29, X30"
"0-3-1-124;  X1, X2, X3, X8, X12, X15, X16, X19, X27, X30"
"0-3-1-125;  X1, X2, X3, X6, X18, X28, X29, X30"
"0-3-1-126;  X1, X2, X3, X6, X10, X13, X16, X29"
"0-3-1-127;  X1, X2, X3, X15, X21, X28"
"0-3-1-128;  X1, X2, X3, X8, X14, X20"
"0-3-1-129;  X1, X2, X3, X4, X8, X18, X19, X20, X21, X24, X27, X30"
"0-3-1-130;  X1, X2, X3, X12, X26"
"0-3-1-131;  X1, X2, X3, X10, X15, X19, X25, X30"
"0-3-1-132;  X1, X2, X3, X4, X11, X15, X20"
"0-3-1-133;  X1, X2, X3, X4, X6"
"0-3-1-134;  X1, X2, X3, X6, X14, X24, X28, X29, X30"
"0-3-1-135;  X1, X2, X3, X20, X23, X25, X26, X27"
"0-3-1-136;  X1, X2, X3, X5, X10, X14, X20, X30"
"0-3-1-137;  X1, X2, X3, X21"
"0-3-1-138;  X1, X2, X3, X8, X11, X17, X18, X28, X29"
"0-3-1-139;  X1, X2, X3, X13, X15"
"0-3-1-140;  X1, X2, X3, X4, X7, X16, X17, X18, X20, X28"
"0-3-1-141;  X1, X2, X3, X4, X8, X9, X10, X24, X27"
"0-3-1-142;  X1, X2, X3, X4, X10, X12, X16, X20, X29, X30"
"0-3-1-143;  X1, X2, X3, X7, X9, X11, X22, X26, X29"
"0-3-1-144;  X1, X2, X3, X13, X26"
"0-3-1-145;  X1, X2, X3, X4, X19"
"0-3-1-146;  X1, X2, X3, X4, X5, X21, X22"
"0-3-1-147;  X1, X2, X3, X7, X10, X15"
"0-3-1-148;  X1, X2, X3, X12, X20, X22"
"0-3-1-149;  X1, X2, X3, X4, X5"
"0-3-1-150;  X1, X2, X3, X4, X7, X13, X14, X25"
"0-3-1-151;  X1, X2, X3, X9, X12, X19, X20, X22, X23"
"0-3-1-152;  X1, X2, X3, X4, X6, X9, X10, X11, X12, X15, X19, X21, X24, X27"
"0-3-1-153;  X1, X2, X3, X6, X7, X9, X13, X14, X19, X23, X26, X30"
"0-3-1-154;  X1, X2, X3, X6, X20"
"0-3-1-155;  X1, X2, X3, X21, X23, X27"
"0-3-1-156;  X1, X2, X3, X6, X7, X8, X15, X18"
"0-3-1-157;  X1, X2, X3, X5, X13, X16, X17, X18, X23, X30"
"0-3-1-158;  X1, X2, X3, X5, X11, X13, X18, X26"
"0-3-1-159;  X1, X2, X3, X5, X8, X17, X22, X26"
"0-3-1-160;  X1, X2, X3, X9, X14, X19, X28"
"0-3-1-161;  X1, X2, X3, X22, X30"
"0-3-1-162;  X1, X2, X3, X8, X12, X21, X22"
"0-3-1-163;  X1, X2, X3, X7, X22, X24, X27"
"0-3-1-164;  X1, X2, X3, X12, X16, X25, X26"
"0-3-1-165;  X1, X2, X3, X6, X14"
"0-3-1-166;  X1, X2, X3, X11, X21, X25, X26, X27"
"0-3-1-167;  X1, X2, X3, X9, X11, X15, X29"
"0-3-1-168;  X1, X2, X3, X7, X16, X19, X28, X30"
"0-3-1-169;  X1, X2, X3, X4, X11, X14, X30"
"0-3-1-170;  X1, X2, X3, X4, X8, X15, X27"
"0-3-1-171;  X1, X2, X3, X11, X12, X19, X29"
"0-3-1-172;  X1, X2, X3, X15, X17, X22"
"0-3-1-173;  X1, X2, X3, X11, X19, X29"
"0-3-1-174;  X1, X2, X3, X24, X25"
"0-3-1-175;  X1, X2, X3, X7, X10, X15, X23"
"0-3-1-176;  X1, X2, X3, X10, X13, X14, X24"
"0-3-1-177;  X1, X2, X3, X10, X17, X19, X23, X30"
"0-3-1-178;  X1, X2, X3, X7, X25, X26"
"0-3-1-179;  X1, X2, X3, X4, X6, X8, X13, X14, X18, X24, X26"
"0-3-1-180;  X1, X2, X3, X5, X9, X19, X23, X25, X30"
"0-3-1-181;  X1, X2, X3, X9, X13, X16, X18"
"0-3-1-182;  X1, X2, X3, X8, X10, X11, X16, X21, X22"
"0-3-1-183;  X1, X2, X3, X8, X10, X13, X14, X15, X18, X19, X29"
"0-3-1-184;  X1, X2, X3, X10, X14, X16, X22, X25"
"0-3-1-185;  X1, X2, X3, X10, X14, X18, X20, X21, X26"
"0-3-1-186;  X1, X2, X3, X10, X18, X28"
"0-3-1-187;  X1, X2, X3, X7, X24, X25"
"0-3-1-188;  X1, X2, X3, X7, X9, X27"
"0-3-1-189;  X1, X2, X3, X4, X8, X14, X20, X25"
"0-3-1-190;  X1, X2, X3, X10, X12, X14, X15, X28"
"0-3-1-191;  X1, X2, X3, X15, X24"
"0-3-1-192;  X1, X2, X3, X10, X25, X29"
"0-3-1-193;  X1, X2, X3, X5, X7, X8, X11, X20, X22, X25, X26, X27"
"0-3-1-194;  X1, X2, X3, X5, X9, X13, X16, X17, X25"
"0-3-1-195;  X1, X2, X3, X15, X16, X24"
"0-3-1-196;  X1, X2, X3, X6, X25"
"0-3-1-197;  X1, X2, X3, X21, X25"
"0-3-1-198;  X1, X2, X3, X8, X10, X18, X20, X25, X28"
"0-3-1-199;  X1, X2, X3, X5, X8, X14, X20, X21"
"0-3-1-200;  X1, X2, X3, X18, X19, X21"
"0-3-1-201;  X1, X2, X3, X5, X9, X13"
"0-3-1-202;  X1, X2, X3, X9, X13, X15, X19, X27, X28"
"0-3-1-203;  X1, X2, X3, X4, X10, X13"
"0-3-1-204;  X1, X2, X3, X6, X10, X14, X24, X25"
"0-3-1-205;  X1, X2, X3, X7, X15, X22"
"0-3-1-206;  X1, X2, X3, X20, X24"
"0-3-1-207;  X1, X2, X3, X5, X6, X11, X20, X27"
"0-3-1-208;  X1, X2, X3, X25, X26, X30"
"0-3-1-209;  X1, X2, X3, X29"
"0-3-1-210;  X1, X2, X3, X7, X8, X10, X27"
"0-3-1-211;  X1, X2, X3, X4, X7, X14, X18, X19, X21, X22, X24, X30"
"0-3-1-212;  X1, X2, X3, X4, X8, X24"
"0-3-1-213;  X1, X2, X3, X17"
"0-3-1-214;  X1, X2, X3, X4, X25, X26"
"0-3-1-215;  X1, X2, X3, X7, X11, X13"
"0-3-1-216;  X1, X2, X3, X9, X12, X17, X24, X28"
"0-3-1-217;  X1, X2, X3, X5, X11, X16, X18, X21, X22, X30"
"0-3-1-218;  X1, X2, X3, X5, X6, X15, X23, X30"
"0-3-1-219;  X1, X2, X3, X4, X6, X17, X18, X24, X29"
"0-3-1-220;  X1, X2, X3, X6, X10, X17, X19, X21, X26, X29"
"0-3-1-221;  X1, X2, X3, X4"
"0-3-1-222;  X1, X2, X3, X10, X28, X30"
"0-3-1-223;  X1, X2, X3, X5, X8, X11, X13, X14, X15, X18, X29, X30"
"0-3-1-224;  X1, X2, X3, X7, X8, X9, X20, X24"
"0-3-1-225;  X1, X2, X3, X25"
"0-3-1-226;  X1, X2, X3, X19, X27"
"0-3-1-227;  X1, X2, X3, X7, X10, X12, X15, X24"
"0-3-1-228;  X1, X2, X3, X7, X10, X12, X15, X20, X25, X28, X29"
"0-3-1-229;  X1, X2, X3, X6, X7, X10, X17, X20, X21, X22, X27"
"0-3-1-230;  X1, X2, X3, X12, X30"
"0-3-1-231;  X1, X2, X3, X6, X7, X10, X11, X23, X24, X29"
"0-3-1-232;  X1, X2, X3, X4, X5, X14, X18, X25, X28"
"0-3-1-233;  X1, X2, X3, X8, X14, X16"
"0-3-1-234;  X1, X2, X3, X9, X14, X25, X26, X29"
"0-3-1-235;  X1, X2, X3, X6, X8, X11"
"0-3-1-236;  X1, X2, X3, X5, X8, X18, X19, X24, X30"
"0-3-1-237;  X1, X2, X3, X4, X5, X6, X9, X10, X21"
"0-3-1-238;  X1, X2, X3, X10, X11, X20, X24"
"0-3-1-239;  X1, X2, X3, X7, X10, X20, X30"
"0-3-1-240;  X1, X2, X3, X7, X9, X12, X13"
"0-3-1-241;  X1, X2, X3, X7, X8, X19, X21, X27"
"0-3-1-242;  X1, X2, X3, X9, X11, X12, X17, X24, X28"
"0-3-1-243;  X1, X2, X3, X8, X10, X15, X19, X26, X30"
"0-3-1-244;  X1, X2, X3, X5, X14, X15, X16, X27"
"0-3-1-245;  X1, X2, X3, X6, X15, X21, X24, X27"
"0-3-1-246;  X1, X2, X3, X4, X8, X10"
"0-3-1-247;  X1, X2, X3, X9, X11, X12, X15, X23"
"0-3-1-248;  X1, X2, X3, X6, X17, X18, X24, X26, X30"
"0-3-1-249;  X1, X2, X3, X14, X17, X20"
"0-3-1-250;  X1, X2, X3, X15, X27"
"0-3-1-251;  X1, X2, X3, X7, X17, X22, X23, X30"
"0-3-1-252;  X1, X2, X3, X6, X12, X19, X23, X26, X30"
"0-3-1-253;  X1, X2, X3, X4, X7, X8, X17, X26"
"0-3-1-254;  X1, X2, X3, X16, X18, X19"
"0-3-1-255;  X1, X2, X3, X6, X24, X30"
"0-3-1-256;  X1, X2, X3, X5, X9, X13, X14, X28, X30"
"0-3-1-257;  X1, X2, X3, X9, X10, X23, X24"
"0-3-1-258;  X1, X2, X3, X7, X8, X9, X10, X14, X16, X18, X20, X26"
"0-3-1-259;  X1, X2, X3, X4, X15, X25, X27"
"0-3-1-260;  X1, X2, X3, X4, X11, X22"
"0-3-1-261;  X1, X2, X3, X5, X7, X8, X10, X23, X25"
"0-3-1-262;  X1, X2, X3, X7, X8, X14, X18, X19, X20, X27, X29"
"0-3-1-263;  X1, X2, X3, X6, X7, X10, X13, X16, X20, X23, X30"
"0-3-1-264;  X1, X2, X3, X15, X23, X26, X30"
"0-3-1-265;  X1, X2, X3, X4, X7, X10, X12, X16, X18, X27, X30"
"0-3-1-266;  X1, X2, X3, X19, X24"
"0-3-1-267;  X1, X2, X3, X4, X17, X19, X27, X30"
"0-3-1-268;  X1, X2, X3, X6, X11, X14, X20, X25"
"0-3-1-269;  X1, X2, X3, X7, X8, X12, X19, X21, X23, X26"
"0-3-1-270;  X1, X2, X3, X24, X26, X30"
"0-3-1-271;  X1, X2, X3, X4, X18"
"0-3-1-272;  X1, X2, X3, X7, X9, X11, X17, X21, X22, X24, X30"
"0-3-1-273;  X1, X2, X3, X5, X8, X12, X15, X19, X28, X29"
"0-3-1-274;  X1, X2, X3, X4, X10, X14"
"0-3-1-275;  X1, X2, X3, X19, X23"
"0-3-1-276;  X1, X2, X3, X16, X26, X28"
"0-3-1-277;  X1, X2, X3, X7, X11, X12, X18, X25"
"0-3-1-278;  X1, X2, X3, X8, X9, X23"
"0-3-1-279;  X1, X2, X3, X6"
"0-3-1-280;  X1, X2, X3, X7, X12, X20, X23, X27"
"0-3-1-281;  X1, X2, X3, X4, X17, X18, X22, X25, X28"
"0-3-1-282;  X1, X2, X3, X8, X12, X20, X23, X26, X28, X30"
"0-3-1-283;  X1, X2, X3, X8, X18, X21"
"0-3-1-284;  X1, X2, X3, X6, X16, X17, X20, X21, X26, X28, X30"
"0-3-1-285;  X1, X2, X3, X5, X6, X8, X25"
"0-3-1-286;  X1, X2, X3, X4, X7, X10, X28"
"0-3-1-287;  X1, X2, X3, X7, X20, X26"
"0-3-1-288;  X1, X2, X3, X11, X12, X14, X17, X22, X28"
"0-3-1-289;  X1, X2, X3, X16, X23"
"0-3-1-290;  X1, X2, X3, X4, X18, X19, X26"
"0-3-1-291;  X1, X2, X3, X16, X19, X20"
"0-3-1-292;  X1, X2, X3, X5, X14, X18, X29"
"0-3-1-293;  X1, X2, X3, X11, X14, X17, X21, X23, X26"
"0-3-1-294;  X1, X2, X3, X7, X12, X17, X18"
"0-3-1-295;  X1, X2, X3, X26, X27"
"0-3-1-296;  X1, X2, X3, X6, X9, X10, X12, X16, X26, X28"
"0-3-1-297;  X1, X2, X3, X25, X26, X27, X29"
"0-3-1-298;  X1, X2, X3, X4, X7, X15"
"0-3-1-299;  X1, X2, X3, X6, X9, X22, X23, X29"
"0-3-1-300;  X1, X2, X3, X5, X6, X9, X26"
"0-3-1-301;  X1, X2, X3, X5, X8, X10, X11, X15, X18, X21, X22, X23"
"0-3-1-302;  X1, X2, X3, X7, X10, X14, X16, X22, X29"
"0-3-1-303;  X1, X2, X3, X5, X14, X19, X21, X25"
"0-3-1-304;  X1, X2, X3, X4, X11, X13"
"0-3-1-305;  X1, X2, X3, X4, X13, X15, X23, X24, X28"
"0-3-1-306;  X1, X2, X3, X6, X7, X9, X12, X19, X22, X23, X24, X26, X28"
"0-3-1-307;  X1, X2, X3, X6, X9, X10"
"0-3-1-308;  X1, X2, X3, X6, X10, X12, X17, X20, X28, X30"
"0-3-1-309;  X1, X2, X3, X11, X18, X20, X23, X24"
"0-3-1-310;  X1, X2, X3, X9, X15, X18, X22, X26, X27, X29"
"0-3-1-311;  X1, X2, X3, X4, X13, X16, X18"
"0-3-1-312;  X1, X2, X3, X4, X9, X12, X18, X24, X29, X30"
"0-3-1-313;  X1, X2, X3, X9, X15, X21, X25, X26, X29"
"0-3-1-314;  X1, X2, X3, X4, X5, X7, X8, X10, X20, X26, X27, X29"
"0-3-1-315;  X1, X2, X3, X24, X27, X30"
"0-3-1-316;  X1, X2, X3, X4, X6, X12, X13, X14, X23, X26, X30"
"0-3-1-317;  X1, X2, X3, X4, X21, X26, X27"
"0-3-1-318;  X1, X2, X3, X8, X20, X24"
"0-3-1-319;  X1, X2, X3, X17, X22, X23, X29"
"0-3-1-320;  X1, X2, X3, X8, X10, X18, X29"
"0-3-1-321;  X1, X2, X3, X13, X16, X19, X30"
"0-3-1-322;  X1, X2, X3, X15, X16, X21, X22, X28"
"0-3-1-323;  X1, X2, X3, X7, X13, X19, X21, X29"
"0-3-1-324;  X1, X2, X3, X5, X7, X11, X22, X27"
"0-3-1-325;  X1, X2, X3, X4, X6, X13, X20"
"0-3-1-326;  X1, X2, X3, X4, X10, X13, X17, X23"
"0-3-1-327;  X1, X2, X3, X4, X15, X20, X27, X28"
"0-3-1-328;  X1, X2, X3, X13, X14, X25, X30"
"0-3-1-329;  X1, X2, X3, X8, X10, X13, X19, X30"
"0-3-1-330;  X1, X2, X3, X26, X27, X29"
"0-3-1-331;  X1, X2, X3, X18, X21, X22, X26, X27"
"0-3-1-332;  X1, X2, X3, X29"
"0-3-1-333;  X1, X2, X3, X7, X11, X12, X13, X20, X25"
"0-3-1-334;  X1, X2, X3, X11, X15, X21, X28, X29"
"0-3-1-335;  X1, X2, X3, X13, X24, X25"
"0-3-1-336;  X1, X2, X3, X5, X8, X13, X21, X22, X23, X27"
"0-3-1-337;  X1, X2, X3, X7, X10, X14, X18, X24, X25"
"0-3-1-338;  X1, X2, X3, X8, X15, X22, X27, X28"
"0-3-1-339;  X1, X2, X3, X8, X28, X30"
"0-3-1-340;  X1, X2, X3, X11, X14, X24"
"0-3-1-341;  X1, X2, X3, X17, X28"
"0-3-1-342;  X1, X2, X3, X4, X8, X15, X20, X27, X28"
"0-3-1-343;  X1, X2, X3, X4, X9, X11, X15, X18, X20, X28"
"0-3-1-344;  X1, X2, X3, X4"
"0-3-1-345;  X1, X2, X3, X14, X16, X17, X19, X27, X29"
"0-3-1-346;  X1, X2, X3, X7, X11, X21, X28"
"0-3-1-347;  X1, X2, X3, X16, X17, X19, X20, X23, X24"
"0-3-1-348;  X1, X2, X3, X16, X20, X30"
"0-3-1-349;  X1, X2, X3, X8, X9, X15"
"0-3-1-350;  X1, X2, X3, X12"
"0-3-1-351;  X1, X2, X3, X16, X17"
"0-3-1-352;  X1, X2, X3, X10, X11, X14, X20, X22"
"0-3-1-353;  X1, X2, X3, X6, X13, X15, X20, X25"
"0-3-1-354;  X1, X2, X3, X5, X8, X19, X21, X22"
"0-3-1-355;  X1, X2, X3, X7, X11, X12, X16, X18"
"0-3-1-356;  X1, X2, X3, X14, X18, X19, X22, X24"
"0-3-1-357;  X1, X2, X3, X8, X11, X16, X19, X25"
"0-3-1-358;  X1, X2, X3, X5, X6, X14, X18"
"0-3-1-359;  X1, X2, X3, X12, X17, X18, X19, X23, X28"
"0-3-1-360;  X1, X2, X3, X15, X20, X24"
"0-3-1-361;  X1, X2, X3, X6, X14, X15, X18, X22, X25"
"0-3-1-362;  X1, X2, X3, X6, X7, X8, X12, X18, X19, X29"
"0-3-1-363;  X1, X2, X3, X8, X10, X21, X23, X26, X28"
"0-3-1-364;  X1, X2, X3, X8, X14, X17"
"0-3-1-365;  X1, X2, X3, X4, X8, X16, X30"
"0-3-1-366;  X1, X2, X3, X17"
"0-3-1-367;  X1, X2, X3, X7, X8, X19, X23, X26"
"0-3-1-368;  X1, X2, X3, X5, X6, X12, X14, X16, X23"
"0-3-1-369;  X1, X2, X3, X5, X12, X13, X24"
"0-3-1-370;  X1, X2, X3, X5, X7, X9, X11, X14, X17, X28, X29"
"0-3-1-371;  X1, X2, X3, X9, X13, X17, X24"
"0-3-1-372;  X1, X2, X3, X6"
"0-3-1-373;  X1, X2, X3, X4, X11, X13, X15, X25"
"0-3-1-374;  X1, X2, X3, X15"
"0-3-1-375;  X1, X2, X3, X11, X12, X13, X19, X25, X30"
"0-3-1-376;  X1, X2, X3, X6, X13"
"0-3-1-377;  X1, X2, X3, X21, X23"
"0-3-1-378;  X1, X2, X3, X9, X13, X16, X27"
"0-3-1-379;  X1, X2, X3, X7, X8, X9, X16, X22, X23, X27, X28, X29"
"0-3-1-380;  X1, X2, X3, X8, X22, X27"
"0-3-1-381;  X1, X2, X3, X4, X7, X10, X14, X27, X29"
"0-3-1-382;  X1, X2, X3, X9, X13, X14, X29"
"0-3-1-383;  X1, X2, X3, X8, X14, X19, X27, X30"
"0-3-1-384;  X1, X2, X3, X25"
"0-3-1-385;  X1, X2, X3, X4, X11, X28"
"0-3-1-386;  X1, X2, X3, X6"
"0-3-1-387;  X1, X2, X3, X6, X9, X12, X13, X14, X19, X28, X30"
"0-3-1-388;  X1, X2, X3, X9, X11, X14, X15"
"0-3-1-389;  X1, X2, X3, X5, X8, X10, X15, X19, X21, X26"
"0-3-1-390;  X1, X2, X3, X4, X10, X19, X22, X28, X29"
"0-3-1-391;  X1, X2, X3, X16, X18, X23, X30"
"0-3-1-392;  X1, X2, X3, X5, X6, X19, X24, X29, X30"
"0-3-1-393;  X1, X2, X3, X8, X15, X19, X24, X30"
"0-3-1-394;  X1, X2, X3, X4, X6, X29"
"0-3-1-395;  X1, X2, X3, X24"
"0-3-1-396;  X1, X2, X3, X5, X11, X18, X19, X21, X24"
"0-3-1-397;  X1, X2, X3, X13, X16, X22"
"0-3-1-398;  X1, X2, X3, X4, X12, X13, X15, X16, X19, X20, X22, X26"
"0-3-1-399;  X1, X2, X3"
"0-3-1-400;  X1, X2, X3, X7, X16, X19, X28"
"0-3-1-401;  X1, X2, X3, X4, X8, X11, X28"
"0-3-1-402;  X1, X2, X3, X5, X7, X12, X23, X25, X30"
"0-3-1-403;  X1, X2, X3, X9, X16, X19, X29"
"0-3-1-404;  X1, X2, X3, X21, X28"
"0-3-1-405;  X1, X2, X3, X8, X17, X19, X24, X25"
"0-3-1-406;  X1, X2, X3, X6, X7, X11, X12, X13, X16, X18, X19, X27"
"0-3-1-407;  X1, X2, X3, X21"
"0-3-1-408;  X1, X2, X3, X19, X20, X21, X27"
"0-3-1-409;  X1, X2, X3, X6, X15, X21, X24, X26, X30"
"0-3-1-410;  X1, X2, X3, X7, X10, X14, X20, X21, X24, X25"
"0-3-1-411;  X1, X2, X3, X12, X13, X17"
"0-3-1-412;  X1, X2, X3, X10, X15, X21, X27"
"0-3-1-413;  X1, X2, X3, X5, X13, X14, X28"
"0-3-1-414;  X1, X2, X3, X9, X11, X13, X18, X19"
"0-3-1-415;  X1, X2, X3, X7, X11, X12, X24, X26"
"0-3-1-416;  X1, X2, X3, X11, X12, X24, X27"
